"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","outlet"
"238","1096026123866161154","1096086562281000960","1550162375","TechCru29686647","#phonepe phonepe customer=
07250778198==07250778198==","Twitter for Android","53",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA","phonepe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1096086562281000960","TechCrunch","","hi hello hi hello",NA,"FALSE","0","0","0","132","123","1550147965","FALSE",NA,NA,"NA",NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"239","1290637345","315372015882211329","1364025522","TechCrunchID","Billionaires World Map http://t.co/KHp9SSbfv2 by @yohanesgreen","Twitter for Websites","62",NA,NA,NA,"FALSE","FALSE","1","0","NA","NA",NA,NA,"onforb.es/15Av4X0","http://t.co/KHp9SSbfv2","http://onforb.es/15Av4X0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/315372015882211329","TechCrunch ID","worldwide","Breaking news of technology and science. Powered by: @techcrunch and @yohanesgreen. Tweets from : @yohanesgreen","http://t.co/oCyMdYjpOD","FALSE","3","4","0","2","0","1364020567","FALSE","http://t.co/oCyMdYjpOD","http://techcrunch.com","NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"240","8929952","1924448893","1243351216","techcrunch40oz","Daily Horoscope for Aquarius: You are in tune with your immediate environment today and all is well as long as ... http://tinyurl.com/qztl6w","Twitter Web Client","140",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1924448893","techcrunch40oz","","",NA,"FALSE","15","0","1","69","0","1190035137","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"241","16656977","951897831","1223502733","techcrunch60","holding it for you @techcrunch","Twitter Web Client","30",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"816653","TechCrunch","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/951897831","techcrunch60","","",NA,"FALSE","4","2","0","1","0","1223502683","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"242","4161512717","778236443730677762","1474381001","TechcrunchFeed","ABC News teams up with Facebook to live stream the 2016 general election debates https://t.co/27MzX4K9Fl","twitterfeed","104",NA,NA,NA,"FALSE","FALSE","0","1","NA","NA",NA,NA,"tcrn.ch/2cQLpl8","https://t.co/27MzX4K9Fl","http://tcrn.ch/2cQLpl8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/778236443730677762","techcrunch_feed","","Bot that tweets every post from TechCrunch RSS feed without duplicates. This account is not associated with @TechCrunch.",NA,"FALSE","9","0","14","6082","0","1447217697","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"243","1051638990","573416388020346880","1425548095","GetNiaz","@FALLOW NEWS","Twitter SMS","12",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1210939057171075072","Fallow","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/573416388020346880","@TechCrunch to get m","","",NA,"FALSE","1","11","0","17","0","1357007487","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"244","1124203850","661607168014049280","1446574415","zamyj13","UNFOLLOW@Cuckoo4Coupons","Twitter SMS","23",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/661607168014049280","follow@techcrunch","","",NA,"FALSE","0","1","0","4","0","1359269240","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"245","378235142","754306017865981953","1468675543","_i_l_i_","#DM me if you want anything","Twitter Web Client","27",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA","DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/754306017865981953","techcrunch","","",NA,"FALSE","1","0","0","2","0","1316727105","FALSE",NA,NA,"NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"246","116814305","329291665078616064","1367344225","techcrunch_mob","@ssaig hey where did you buy it from ? @EbayIndia quote is INR 2450 ;(","Echofon","70","329288908674306051","55244500","ssaig","FALSE","FALSE","0","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""55244500"", ""1100008588867657728"")","c(""ssaig"", ""ebayindia"")","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/329291665078616064","TechCrunch Mobile","Silicon Valley","The unofficial twitter feed of TechCrunch Mobile","http://t.co/9g2i6Ec3s4","FALSE","62","2","8","720","0","1266945099","FALSE","http://t.co/9g2i6Ec3s4","http://techcrunch.com/mobile/","NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1909016637/-5-1_normal_1__normal.jpeg","TechCrunch"
"247","917653564192968704","1010218588224081920","1529689855","1Techcrunch","Want to Feel Happier? Your Phone Can Help. (Maybe.) https://t.co/CE4HC9418s","IFTTT","75",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,"ift.tt/2Mgrlus","https://t.co/CE4HC9418s","https://ift.tt/2Mgrlus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/1010218588224081920","Tech Crunch","","",NA,"FALSE","1","0","0","5406","0","1507620633","FALSE",NA,NA,"NA",NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","TechCrunch"
"248","24153157","322020924712947712","1365610745","LolCrunch","ROKU HITS 5M STREAMIN PLAYERS SOLD IN DA U․S․, HAS STREAMD 8B VIDEOS AN MUSIC TRACKZ http://t.co/BNRc11QAtI BY @drizzled","LolCrunch","120",NA,NA,NA,"FALSE","FALSE","0","0","NA","NA",NA,NA,"tcrn.ch/153SnwJ","http://t.co/BNRc11QAtI","http://tcrn.ch/153SnwJ",NA,NA,NA,NA,NA,NA,NA,NA,"59014109","drizzled","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/322020924712947712","LolCrunch","Cat basket in Silicon Valley","TechCrunch for lolcats","http://t.co/M8xmSzk38Q","FALSE","813","1","21","44740","1","1236939814","FALSE","http://t.co/M8xmSzk38Q","https://twitter.com/TechCrunch","NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/94762086/Yet_another_lolcat_normal.jpg","TechCrunch"
"249","1219630614","744157640754888704","1466255981","dollaraday","@anildash ^___^ thanks for the shout out, anil","Twitter for iPhone","36","743805004885139456","36823","anildash","FALSE","FALSE","2","0","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36823","anildash","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/744157640754888704","Dollar A Day","","Learn about one great nonprofit every day + nonprofit news, ideas, trends, events.  As seen in TechCrunch, GOOD Magazine, Business Insider, and more.","http://t.co/oaPS2l7Eqs","FALSE","1059","496","31","1305","2241","1361821262","FALSE","http://t.co/oaPS2l7Eqs","http://dollaraday.co","NA","https://pbs.twimg.com/profile_banners/1219630614/1412129322","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/517132380121747456/Plqi51Ee_normal.jpeg","TechCrunch"
"250","2894841574","595186014982799360","1430738378","hunterswrzta","Beauty Update: Republik 1945 Launches In Kerobokan http://t.co/jq2Gr1jT4J","Twitter Web Client","87",NA,NA,NA,"FALSE","TRUE","0","2","NA","NA",NA,NA,"bit.ly/1Jky4fe","http://t.co/jq2Gr1jT4J","http://bit.ly/1Jky4fe",NA,NA,NA,NA,NA,NA,NA,NA,"1561389109","Grivy_id","en",NA,NA,"NA",NA,"NA","NA",NA,NA,NA,"NA","NA","NA",NA,NA,"NA","595185028125962240","Beauty Update: Republik 1945 Launches In Kerobokan http://t.co/jq2Gr1jT4J","1430738143","Sprout Social","2","2",NA,NA,NA,"NA","NA","NA",NA,NA,"NA",NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/NA/status/595186014982799360","TechCrunch","New Jersey",", Entrepreneur and  Husbandeur.  Founder @Eastmanegg. Seattle Native. Chicago Booth C/O 201?","http://t.co/GorP1sFVbr","FALSE","8","0","5","1131","698","1417105851","FALSE","http://t.co/GorP1sFVbr","http://eastmanegg.com","NA",NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/552079057320284161/rQ9YgH8O_normal.jpeg","TechCrunch"
